customer_id,tenure_months,monthly_charges,total_charges,num_support_calls,contract_type,payment_method,internet_service,churn
CUST-25,30,82.08,2445.499894499311,1,One year,Electronic check,Fiber optic,0
CUST-26,38,54.74,2078.3517772422647,2,Month-to-month,Credit card,DSL,0
CUST-27,2,40.91,75.48714814653854,1,One year,Credit card,DSL,0
CUST-28,21,77.96,1643.0207903434034,3,One year,Mailed check,DSL,0
CUST-29,33,54.16,1789.2517974380562,1,Month-to-month,Bank transfer,Fiber optic,0
CUST-30,12,73.73,877.0322560650562,1,One year,Electronic check,None,0
CUST-31,58,66.01,3830.211984594964,2,Month-to-month,Bank transfer,None,0
CUST-32,22,78.48,1722.377672144451,1,Month-to-month,Credit card,Fiber optic,0
CUST-33,44,60.03,2661.9860137801406,1,Month-to-month,Bank transfer,None,0
CUST-34,25,89.77,2248.1124229896295,2,Month-to-month,Credit card,Fiber optic,0
CUST-35,49,38.01,1846.8839301296707,1,Month-to-month,Electronic check,Fiber optic,0
CUST-36,27,89.65,2438.755151002196,1,One year,Electronic check,Fiber optic,1
CUST-37,59,61.17,3602.6985099604276,3,Month-to-month,Mailed check,DSL,0
CUST-38,42,107.43,4502.312630092199,0,One year,Mailed check,None,1
CUST-39,28,71.52,2023.996866525435,0,Two year,Bank transfer,Fiber optic,0
CUST-40,16,117.31,1880.4183665779556,1,Month-to-month,Electronic check,Fiber optic,0
CUST-41,15,80.19,1209.8576600720548,1,Two year,Electronic check,Fiber optic,0
CUST-42,47,42.38,1999.1906011587216,1,Two year,Mailed check,DSL,0
CUST-43,51,102.18,5209.120102837623,2,One year,Credit card,DSL,0
CUST-44,44,54.51,2392.715947298137,1,One year,Bank transfer,Fiber optic,0
CUST-45,55,54.76,3007.7074254506224,3,Two year,Bank transfer,DSL,0
CUST-46,52,23.18,1221.4486627924402,1,One year,Mailed check,Fiber optic,0
CUST-47,57,74.87,4269.627875532068,3,Month-to-month,Electronic check,Fiber optic,0
CUST-48,3,73.44,233.44915039716136,1,One year,Mailed check,Fiber optic,0
CUST-49,37,55.6,2056.4355487277153,0,One year,Mailed check,Fiber optic,0
CUST-50,51,109.42,5572.866164226562,2,Month-to-month,Mailed check,Fiber optic,0
CUST-51,7,32.87,215.66783526131942,0,Month-to-month,Mailed check,Fiber optic,0
CUST-52,21,53.01,1119.6900318515404,1,One year,Credit card,Fiber optic,0
CUST-53,9,52.16,486.3809807841197,3,Month-to-month,Credit card,Fiber optic,1
CUST-54,39,29.23,1131.110269917535,1,Two year,Electronic check,Fiber optic,0
CUST-55,18,68.11,1231.1137256863801,0,Month-to-month,Mailed check,None,0
CUST-56,4,88.78,341.3638428431925,4,Month-to-month,Credit card,DSL,1
CUST-57,25,71.17,1773.6930332293812,1,Month-to-month,Electronic check,Fiber optic,0
CUST-58,14,35.7,502.47936785374554,2,Month-to-month,Mailed check,None,0
CUST-59,50,57.73,2869.217059143296,0,One year,Bank transfer,Fiber optic,0
CUST-60,58,20.26,1174.8997674727063,1,Two year,Credit card,DSL,0
CUST-61,9,106.83,953.1029952658286,3,One year,Electronic check,Fiber optic,1
CUST-62,26,28.45,745.7475922573826,1,Month-to-month,Bank transfer,DSL,0
CUST-63,53,79.73,4224.035993578465,0,Month-to-month,Mailed check,DSL,0
CUST-64,2,118.63,246.6543901946758,1,One year,Mailed check,None,1
CUST-65,20,73.66,1470.4040171325516,1,Two year,Mailed check,Fiber optic,0
CUST-66,28,112.4,3133.576204801705,0,Month-to-month,Credit card,DSL,0
CUST-67,47,43.61,2034.8003991896373,0,Month-to-month,Electronic check,None,0
CUST-68,7,96.0,652.9099049644203,3,Month-to-month,Bank transfer,None,0
CUST-69,44,73.13,3224.0495783261,1,Two year,Electronic check,Fiber optic,0
CUST-70,8,92.05,761.97730919269,0,One year,Credit card,DSL,0
CUST-71,47,26.23,1237.1623813718513,1,Month-to-month,Electronic check,None,0
CUST-72,35,34.77,1233.6704688200434,0,Month-to-month,Credit card,Fiber optic,0
CUST-73,14,33.31,477.6757329078902,3,Two year,Mailed check,Fiber optic,0
CUST-74,17,88.72,1503.0566399012591,1,Month-to-month,Bank transfer,None,0
CUST-75,36,104.44,3772.4931598099065,0,Month-to-month,Mailed check,Fiber optic,0
CUST-76,50,94.96,4743.214253084875,4,Month-to-month,Electronic check,DSL,0
CUST-77,40,23.05,917.4129213046164,2,Month-to-month,Mailed check,Fiber optic,0
CUST-78,4,106.72,424.7940767406369,1,Month-to-month,Bank transfer,DSL,1
CUST-79,2,55.41,109.20801977672869,2,One year,Mailed check,Fiber optic,0
CUST-80,6,59.72,364.93369463186144,0,Two year,Bank transfer,Fiber optic,1
CUST-81,54,30.49,1639.7511326410918,2,One year,Bank transfer,DSL,0
CUST-82,42,93.74,3945.97102778583,1,Two year,Mailed check,Fiber optic,0
CUST-83,4,38.23,161.6674408303147,1,Month-to-month,Credit card,DSL,1
CUST-84,54,76.4,4129.029635324445,2,One year,Electronic check,DSL,0
CUST-85,29,104.07,3037.4261190860743,0,Month-to-month,Credit card,Fiber optic,0
CUST-86,18,28.92,533.4339264865831,0,One year,Credit card,DSL,0
CUST-87,26,73.53,1922.4772929020046,1,Two year,Mailed check,Fiber optic,0
CUST-88,44,43.32,1906.7415337454324,2,Month-to-month,Electronic check,DSL,0
CUST-89,34,54.29,1849.377661378143,0,Month-to-month,Electronic check,Fiber optic,0
CUST-90,10,67.4,679.2380736308776,0,Month-to-month,Credit card,None,1
CUST-91,36,55.51,1998.492413735276,1,Month-to-month,Mailed check,Fiber optic,0
CUST-92,14,84.88,1184.5643053969152,4,Month-to-month,Electronic check,Fiber optic,1
CUST-93,31,67.96,2082.7028725712366,1,One year,Credit card,None,0
CUST-94,48,78.42,3771.337654091248,0,Two year,Electronic check,DSL,0
CUST-95,15,93.68,1415.6144721688336,3,Month-to-month,Mailed check,DSL,0
CUST-96,8,75.77,594.5488114384316,2,Month-to-month,Mailed check,Fiber optic,1
CUST-97,14,78.65,1107.151686497205,3,Month-to-month,Mailed check,DSL,0
CUST-98,23,76.45,1752.434733216825,1,Two year,Electronic check,None,0
CUST-99,57,57.88,3295.4947081759296,3,Month-to-month,Bank transfer,DSL,0
CUST-100,40,53.74,2162.7076052736334,2,Month-to-month,Electronic check,Fiber optic,0
CUST-101,21,109.96,2299.2536560978597,0,Month-to-month,Bank transfer,Fiber optic,0
CUST-102,16,80.76,1282.2385221130678,3,Month-to-month,Mailed check,DSL,0
CUST-103,45,44.44,2017.84834365644,0,Month-to-month,Credit card,Fiber optic,0
CUST-104,18,69.82,1255.3044330146358,1,Two year,Bank transfer,DSL,0
CUST-105,47,53.03,2504.8754559323106,5,Month-to-month,Mailed check,Fiber optic,0
CUST-106,53,113.37,5992.622971381711,2,One year,Mailed check,DSL,0
CUST-107,24,20.75,482.8139673040915,0,Month-to-month,Bank transfer,None,0
CUST-108,26,42.53,1096.6505548442158,1,One year,Credit card,None,0
CUST-109,25,56.54,1408.6853922346731,3,One year,Mailed check,DSL,0
CUST-110,45,68.78,3081.067134033469,2,Month-to-month,Bank transfer,DSL,0
CUST-111,41,105.08,4311.9729647643,1,Month-to-month,Credit card,Fiber optic,1
CUST-112,29,28.79,839.2559416865678,0,Month-to-month,Credit card,DSL,0
CUST-113,15,100.59,1499.8685712216147,3,One year,Mailed check,None,0
CUST-114,45,25.57,1142.464013006092,0,Month-to-month,Electronic check,Fiber optic,0
CUST-115,1,104.23,97.36218566148439,1,Two year,Electronic check,Fiber optic,0
CUST-116,25,25.16,617.3511420110696,3,Month-to-month,Mailed check,None,0
CUST-117,7,21.82,123.78442300022084,0,One year,Credit card,Fiber optic,0
CUST-118,9,89.7,806.4495969385514,0,One year,Mailed check,None,0
CUST-119,24,119.73,2869.21562307299,0,One year,Bank transfer,None,1
CUST-120,1,109.66,106.37854155173426,1,Month-to-month,Electronic check,DSL,0
CUST-121,44,77.6,3404.281964789912,1,Month-to-month,Bank transfer,DSL,0
CUST-122,8,111.74,902.0249749915026,1,One year,Mailed check,None,1
CUST-123,24,20.53,516.9739158941709,2,Month-to-month,Mailed check,None,0
CUST-124,11,117.51,1284.2691514397886,1,Month-to-month,Credit card,DSL,0
CUST-125,51,69.07,3536.566961389723,2,Month-to-month,Credit card,None,0
CUST-126,17,92.29,1572.596498121473,2,Month-to-month,Credit card,Fiber optic,1
CUST-127,8,102.09,817.0741989178243,1,Month-to-month,Bank transfer,DSL,0
CUST-128,35,91.85,3211.3087726343715,3,Month-to-month,Credit card,None,0
CUST-129,35,73.5,2571.66783129766,0,Month-to-month,Mailed check,DSL,0
CUST-130,33,67.66,2244.275906896986,2,One year,Credit card,None,0
CUST-131,59,103.86,6116.359190390434,2,One year,Electronic check,DSL,1
CUST-132,5,40.51,199.79993268848546,1,One year,Credit card,Fiber optic,1
CUST-133,42,116.8,4918.090002078225,2,Two year,Bank transfer,DSL,1
CUST-134,39,91.1,3562.7371469352797,1,Month-to-month,Electronic check,Fiber optic,1
CUST-135,58,39.95,2305.8741406104978,3,Month-to-month,Electronic check,Fiber optic,0
CUST-136,41,93.62,3836.5940812221897,0,Month-to-month,Electronic check,DSL,0
CUST-137,28,72.98,2050.7200784783404,0,Month-to-month,Bank transfer,Fiber optic,0
CUST-138,7,90.72,641.674281193211,2,Two year,Mailed check,Fiber optic,1
CUST-139,9,96.78,880.7713452124328,0,Month-to-month,Credit card,DSL,1
CUST-140,8,28.73,233.68285888167298,4,Month-to-month,Electronic check,None,0
CUST-141,12,70.61,852.8395314799578,0,Month-to-month,Electronic check,DSL,0
CUST-142,34,113.2,3852.2279642192716,2,Month-to-month,Electronic check,Fiber optic,0
CUST-143,33,52.06,1733.7773307752789,4,One year,Mailed check,Fiber optic,0
CUST-144,48,79.39,3806.501888205688,3,Month-to-month,Mailed check,Fiber optic,0
CUST-145,55,56.92,3131.081911629452,1,Two year,Bank transfer,DSL,0
CUST-146,23,65.43,1494.740311676823,5,Month-to-month,Mailed check,Fiber optic,1
CUST-147,24,74.86,1784.5197823319556,1,Month-to-month,Credit card,Fiber optic,0
CUST-148,37,74.89,2774.1795670105835,2,Two year,Bank transfer,Fiber optic,0
CUST-149,35,40.17,1398.7081373405815,0,Month-to-month,Bank transfer,None,0
CUST-150,44,88.46,3891.6631439710263,0,Two year,Credit card,Fiber optic,1
CUST-151,40,28.79,1167.777493105242,1,Two year,Credit card,DSL,0
CUST-152,22,33.88,760.9593770237282,0,One year,Credit card,DSL,0
CUST-153,27,20.27,569.530447786883,0,One year,Bank transfer,DSL,0
CUST-154,35,31.67,1124.8265250839913,0,Month-to-month,Bank transfer,DSL,0
CUST-155,1,67.32,91.3501819178549,0,Two year,Bank transfer,Fiber optic,0
CUST-156,35,80.61,2825.7152966781255,1,Month-to-month,Credit card,DSL,0
CUST-157,37,99.43,3669.8797941735543,3,One year,Credit card,DSL,1
CUST-158,47,30.67,1431.4860743051452,1,Two year,Electronic check,DSL,0
CUST-159,14,105.07,1484.9433060744152,0,Two year,Mailed check,DSL,0
CUST-160,3,94.6,284.31626502810417,2,One year,Electronic check,DSL,0
CUST-161,1,60.85,62.11131515846016,0,Month-to-month,Credit card,DSL,0
CUST-162,5,113.29,560.9592891204619,1,Two year,Bank transfer,Fiber optic,1
CUST-163,26,119.09,3092.0482606035075,0,One year,Credit card,Fiber optic,0
CUST-164,55,40.5,2231.3375928977694,3,Two year,Mailed check,DSL,0
CUST-165,14,57.92,800.3277650987596,2,One year,Electronic check,Fiber optic,0
CUST-166,39,112.64,4395.531384658081,0,Month-to-month,Electronic check,DSL,1
CUST-167,27,92.16,2503.430801951351,1,Month-to-month,Bank transfer,DSL,0
CUST-168,9,24.81,201.95364158341178,1,Month-to-month,Electronic check,DSL,1
CUST-169,15,98.15,1456.8368812192289,3,One year,Electronic check,Fiber optic,0
CUST-170,15,102.79,1548.6060996150306,0,Month-to-month,Credit card,Fiber optic,1
CUST-171,26,95.05,2484.9396787366086,2,Month-to-month,Electronic check,DSL,0
CUST-172,42,99.95,4193.001072698604,5,Month-to-month,Electronic check,DSL,0
CUST-173,13,102.51,1312.6475938495548,2,One year,Electronic check,None,0
CUST-174,51,38.64,1984.9592417394076,3,Month-to-month,Bank transfer,DSL,0
CUST-175,32,43.57,1386.1293484808548,2,Month-to-month,Bank transfer,DSL,0
CUST-176,39,83.38,3248.2075365707237,1,Month-to-month,Credit card,None,0
CUST-177,49,110.79,5431.900448723198,1,Month-to-month,Electronic check,None,0
CUST-178,52,51.62,2677.575666280892,1,Month-to-month,Bank transfer,Fiber optic,0
CUST-179,32,78.83,2513.798702728428,3,Month-to-month,Bank transfer,Fiber optic,0
CUST-180,4,88.3,344.6219980743591,3,Month-to-month,Credit card,DSL,1
CUST-181,30,65.19,1974.2792856092767,0,Two year,Mailed check,DSL,0
CUST-182,37,91.38,3392.6561358842528,1,Two year,Electronic check,Fiber optic,0
CUST-183,23,109.97,2535.055173406172,2,Month-to-month,Bank transfer,DSL,0
CUST-184,39,82.41,3192.125667742654,0,Two year,Credit card,Fiber optic,0
CUST-185,45,73.98,3334.881918950556,1,Month-to-month,Credit card,None,0
CUST-186,15,63.87,963.2920020840946,0,One year,Credit card,None,0
CUST-187,43,77.75,3330.4686685981483,1,One year,Bank transfer,DSL,0
CUST-188,29,55.54,1613.2471013347383,3,Month-to-month,Electronic check,Fiber optic,0
CUST-189,36,59.15,2139.914924962587,2,Month-to-month,Mailed check,Fiber optic,0
CUST-190,13,73.19,957.1636591859377,1,Month-to-month,Electronic check,None,0
CUST-191,32,26.66,846.3183059829978,2,Month-to-month,Credit card,DSL,0
CUST-192,7,42.9,300.4326464308397,2,One year,Credit card,DSL,0
CUST-193,59,74.28,4389.823569312012,1,Month-to-month,Mailed check,DSL,0
CUST-194,51,63.15,3221.2445203421767,1,Month-to-month,Electronic check,DSL,0
CUST-195,22,53.28,1184.702848891069,4,Month-to-month,Credit card,DSL,0
CUST-196,28,93.05,2609.356815568401,2,Month-to-month,Credit card,Fiber optic,0
CUST-197,2,89.37,186.26922665287833,1,Month-to-month,Electronic check,Fiber optic,1
CUST-198,42,36.67,1548.3540064699177,1,Month-to-month,Credit card,DSL,0
CUST-199,45,107.86,4843.0331729669415,2,Two year,Electronic check,Fiber optic,0
CUST-200,57,69.54,3964.279860353567,0,Month-to-month,Credit card,DSL,0
CUST-201,53,94.15,4986.626455264811,2,Month-to-month,Electronic check,None,0
CUST-202,6,77.32,474.35845994807073,3,One year,Mailed check,None,0
CUST-203,28,119.77,3358.1923304670404,1,Month-to-month,Credit card,None,0
CUST-204,28,95.24,2664.837875378944,3,One year,Mailed check,None,1
CUST-205,44,90.7,3977.9814859655735,2,One year,Credit card,DSL,0
CUST-206,44,97.86,4289.870916678795,1,Month-to-month,Credit card,DSL,0
CUST-207,20,34.31,689.3034261994496,0,Month-to-month,Bank transfer,Fiber optic,0
CUST-208,30,40.45,1206.3278732276653,3,Month-to-month,Electronic check,None,0
CUST-209,11,91.41,1012.1712646809723,1,Month-to-month,Mailed check,DSL,0
CUST-210,58,69.4,4008.768597349238,3,Month-to-month,Mailed check,DSL,0
CUST-211,55,95.46,5266.229511982088,2,Month-to-month,Mailed check,None,1
CUST-212,28,30.29,854.7586408993168,2,Month-to-month,Electronic check,DSL,0
CUST-213,25,73.65,1842.2418508997775,0,Month-to-month,Bank transfer,Fiber optic,0
CUST-214,39,57.88,2274.1505893640274,1,One year,Mailed check,Fiber optic,0
CUST-215,33,65.7,2177.5841793422114,2,Month-to-month,Electronic check,DSL,0
CUST-216,1,80.4,75.64996761382957,3,Month-to-month,Credit card,DSL,1
CUST-217,57,70.23,4003.8857630977836,1,Month-to-month,Mailed check,Fiber optic,0
CUST-218,27,73.99,1978.0872570018523,2,Two year,Mailed check,Fiber optic,0
CUST-219,57,68.64,3923.1219031054884,1,Month-to-month,Bank transfer,None,0
CUST-220,52,60.9,3163.8404832200827,0,Two year,Mailed check,DSL,0
CUST-221,13,97.19,1243.69775154761,1,Month-to-month,Mailed check,DSL,1
CUST-222,41,21.22,858.2016143059101,0,One year,Credit card,Fiber optic,0
CUST-223,3,79.84,248.2291204844941,0,Month-to-month,Electronic check,Fiber optic,0
CUST-224,39,76.55,3001.5880271503615,2,Month-to-month,Electronic check,DSL,0
CUST-225,6,91.62,549.9242551891809,1,Month-to-month,Bank transfer,Fiber optic,1
CUST-226,8,79.9,629.3794865800711,0,Month-to-month,Credit card,DSL,1
CUST-227,27,102.68,2758.1525031032093,2,Month-to-month,Electronic check,DSL,1
CUST-228,9,115.91,1057.336146181411,1,Month-to-month,Credit card,DSL,0
CUST-229,37,54.25,2011.7446777844723,1,One year,Electronic check,Fiber optic,0
CUST-230,33,42.74,1407.1186037935527,1,Two year,Credit card,Fiber optic,0
CUST-231,51,62.36,3174.6772821392447,2,Month-to-month,Bank transfer,Fiber optic,0
CUST-232,42,48.79,2055.898296377336,2,Month-to-month,Mailed check,Fiber optic,0
CUST-233,44,81.5,3592.4431849407138,3,Month-to-month,Bank transfer,None,1
CUST-234,24,111.19,2659.5941558654404,0,One year,Electronic check,DSL,0
CUST-235,15,33.91,497.22627509099055,3,Month-to-month,Bank transfer,DSL,0
CUST-236,59,30.08,1763.8009730428648,0,Two year,Mailed check,DSL,0
CUST-237,54,45.6,2457.7177541952565,4,Month-to-month,Bank transfer,DSL,0
CUST-238,32,92.61,2956.6221454641723,0,Month-to-month,Electronic check,Fiber optic,0
CUST-239,32,79.3,2553.7809201816954,1,One year,Electronic check,Fiber optic,0
CUST-240,24,30.22,720.2421937774055,0,One year,Bank transfer,Fiber optic,0
CUST-241,41,111.88,4574.583335520502,1,Month-to-month,Mailed check,DSL,0
CUST-242,52,99.01,5136.585025591005,2,Month-to-month,Bank transfer,DSL,0
CUST-243,49,22.3,1090.860283989584,2,Two year,Mailed check,Fiber optic,0
CUST-244,49,85.14,4153.638758770211,4,Month-to-month,Credit card,DSL,0
CUST-245,58,97.12,5632.358792861376,1,Two year,Mailed check,Fiber optic,0
CUST-246,52,57.44,2973.5179049951844,2,Month-to-month,Credit card,None,0
CUST-247,12,26.89,334.26610366741704,0,One year,Bank transfer,Fiber optic,0
CUST-248,39,27.73,1082.6356234924194,0,One year,Mailed check,Fiber optic,0
CUST-249,2,30.42,82.05023601532443,3,Month-to-month,Credit card,Fiber optic,1
CUST-250,3,104.04,309.8379942049779,0,Two year,Credit card,DSL,1
CUST-251,49,111.07,5411.112561660297,2,Month-to-month,Credit card,Fiber optic,0
CUST-252,37,32.28,1208.9368120035622,3,Month-to-month,Electronic check,DSL,0
CUST-253,49,43.59,2140.929231584771,0,Month-to-month,Bank transfer,DSL,0
CUST-254,56,36.55,2053.3690787896066,1,Month-to-month,Credit card,Fiber optic,0
CUST-255,17,38.63,646.6841641025595,1,One year,Mailed check,None,0
CUST-256,59,103.75,6120.821519444046,1,Month-to-month,Credit card,DSL,0
CUST-257,49,53.21,2609.1546087513566,2,Month-to-month,Electronic check,Fiber optic,0
CUST-258,2,51.14,99.90179382393902,0,Month-to-month,Bank transfer,None,0
CUST-259,2,42.74,68.13637174746526,2,Month-to-month,Electronic check,None,1
CUST-260,28,80.79,2289.806920482591,1,Month-to-month,Electronic check,Fiber optic,1
CUST-261,54,57.93,3136.578292378282,3,One year,Electronic check,DSL,0
CUST-262,23,94.42,2175.8658404702037,1,Two year,Mailed check,None,0
CUST-263,37,40.56,1513.8588562101397,0,One year,Bank transfer,DSL,0
CUST-264,32,98.78,3167.4019221103886,3,Month-to-month,Bank transfer,Fiber optic,0
CUST-265,33,80.37,2645.437971199203,0,Month-to-month,Mailed check,DSL,0
CUST-266,1,31.43,43.9278275781769,1,Month-to-month,Bank transfer,Fiber optic,0
CUST-267,19,61.45,1176.07216006578,1,Month-to-month,Electronic check,DSL,0
CUST-268,2,106.35,206.3071418268594,0,Month-to-month,Bank transfer,Fiber optic,1
CUST-269,53,112.3,5959.80014668285,2,Month-to-month,Mailed check,DSL,0
CUST-270,44,66.57,2926.674299678239,0,Month-to-month,Electronic check,DSL,0
CUST-271,26,68.08,1772.164781997986,1,Two year,Mailed check,Fiber optic,0
CUST-272,32,111.85,3585.196504669132,1,Month-to-month,Credit card,None,0
CUST-273,6,78.71,485.9449770130496,6,Month-to-month,Electronic check,None,1
CUST-274,32,23.28,738.5000401487295,2,Month-to-month,Electronic check,DSL,0
CUST-275,55,111.27,6123.499621806522,2,Month-to-month,Bank transfer,Fiber optic,0
CUST-276,4,44.82,199.43726226231195,0,Two year,Electronic check,Fiber optic,0
CUST-277,55,77.76,4275.0395250397305,0,Month-to-month,Mailed check,DSL,0
CUST-278,11,36.55,404.0155677769958,1,Month-to-month,Bank transfer,DSL,0
CUST-279,56,23.39,1329.98230474478,1,Month-to-month,Credit card,Fiber optic,0
CUST-280,59,51.15,3024.224774719491,1,Month-to-month,Mailed check,None,0
CUST-281,17,98.05,1652.1101972083889,1,Month-to-month,Credit card,Fiber optic,0
CUST-282,38,47.76,1806.9252234784562,1,One year,Credit card,Fiber optic,0
CUST-283,24,42.01,1015.1357921436544,3,One year,Credit card,Fiber optic,0
CUST-284,5,41.27,210.58004907890478,4,One year,Electronic check,DSL,1
CUST-285,52,71.52,3720.665798667388,1,Month-to-month,Mailed check,Fiber optic,0
CUST-286,34,117.55,4018.3122418316643,3,One year,Mailed check,Fiber optic,1
CUST-287,6,65.9,389.2251284384161,0,Month-to-month,Electronic check,DSL,1
CUST-288,22,75.73,1665.3158617656798,2,Month-to-month,Bank transfer,None,0
CUST-289,11,106.06,1147.0288979056177,0,One year,Credit card,DSL,1
CUST-290,48,73.51,3540.08659888801,1,Month-to-month,Mailed check,None,0
CUST-291,16,38.45,607.2114769893742,1,Month-to-month,Electronic check,Fiber optic,0
CUST-292,33,49.96,1659.2513676880094,1,One year,Credit card,DSL,0
CUST-293,9,50.99,468.430301314373,2,Month-to-month,Bank transfer,Fiber optic,0
CUST-294,59,59.73,3547.5609925878775,1,Month-to-month,Bank transfer,Fiber optic,0
CUST-295,6,62.68,382.5727557653121,0,Month-to-month,Credit card,DSL,1
CUST-296,16,99.98,1596.1191337567989,3,Two year,Bank transfer,Fiber optic,0
CUST-297,29,54.94,1597.796229599971,1,Two year,Mailed check,Fiber optic,0
CUST-298,3,66.82,192.8674715217141,1,Two year,Mailed check,Fiber optic,0
CUST-299,20,82.5,1653.191601775089,2,Month-to-month,Mailed check,DSL,0
CUST-300,59,57.77,3406.4209749445768,2,Month-to-month,Bank transfer,Fiber optic,0
CUST-301,36,103.66,3731.056615503281,2,Month-to-month,Mailed check,DSL,0
CUST-302,19,78.75,1487.2663351207243,0,Month-to-month,Electronic check,Fiber optic,0
CUST-303,26,49.4,1287.4044605976276,2,Month-to-month,Mailed check,DSL,0
CUST-304,3,91.41,282.4723002568607,1,Month-to-month,Mailed check,None,1
CUST-305,19,72.76,1365.9190320532828,2,Month-to-month,Bank transfer,Fiber optic,0
CUST-306,20,73.45,1462.1140734673486,1,Two year,Mailed check,Fiber optic,0
CUST-307,32,68.11,2181.2004716918027,3,Month-to-month,Credit card,Fiber optic,0
CUST-308,7,69.7,464.4268335878659,2,Month-to-month,Electronic check,DSL,0
CUST-309,52,96.54,5037.482644337129,1,Month-to-month,Bank transfer,DSL,0
CUST-310,41,30.3,1235.1888918544694,0,Two year,Electronic check,None,0
CUST-311,33,53.44,1754.1391248124157,1,One year,Credit card,None,0
CUST-312,40,27.55,1099.9265772374322,2,One year,Bank transfer,DSL,0
CUST-313,39,95.32,3718.853728387982,3,Two year,Bank transfer,Fiber optic,0
CUST-314,18,47.23,842.5752710204766,0,Month-to-month,Mailed check,Fiber optic,0
CUST-315,40,109.74,4399.4041366598885,1,Month-to-month,Electronic check,Fiber optic,0
CUST-316,1,72.66,76.65706539441223,2,Month-to-month,Credit card,DSL,0
CUST-317,11,100.07,1092.3975810639465,3,Month-to-month,Credit card,DSL,0
CUST-318,28,117.89,3295.695948830776,1,Month-to-month,Bank transfer,DSL,1
CUST-319,57,103.98,5911.692303036098,1,Month-to-month,Mailed check,None,0
CUST-320,25,106.7,2654.9665910446515,3,Two year,Bank transfer,Fiber optic,0
CUST-321,50,60.8,3043.875983282124,2,Two year,Bank transfer,Fiber optic,0
CUST-322,23,75.17,1720.6413544393017,2,One year,Bank transfer,None,0
CUST-323,31,45.39,1425.1328445304907,2,One year,Bank transfer,Fiber optic,0
CUST-324,30,39.61,1189.0092320030915,3,One year,Credit card,None,0
CUST-325,42,70.55,2949.57176574896,2,Month-to-month,Credit card,Fiber optic,0
CUST-326,35,79.5,2771.0665271393245,3,Month-to-month,Bank transfer,DSL,0
CUST-327,7,53.93,388.0396969468143,1,One year,Bank transfer,None,0
CUST-328,16,76.94,1230.2748639739093,0,One year,Mailed check,Fiber optic,0
CUST-329,26,108.75,2837.4199482655763,0,Month-to-month,Bank transfer,DSL,0
CUST-330,48,75.67,3628.4951201992194,0,Two year,Credit card,DSL,0
CUST-331,57,92.08,5242.957679074964,3,Month-to-month,Electronic check,DSL,0
CUST-332,52,100.53,5238.754473710344,4,Month-to-month,Credit card,Fiber optic,1
CUST-333,49,118.87,5816.044226229714,0,One year,Mailed check,None,1
CUST-334,2,80.32,165.5305413337036,3,Month-to-month,Credit card,None,0
CUST-335,1,100.69,98.57216389598632,2,Month-to-month,Electronic check,None,0
CUST-336,48,116.26,5589.267234133758,2,Month-to-month,Bank transfer,DSL,0
CUST-337,12,114.44,1391.464839875358,0,One year,Electronic check,Fiber optic,1
CUST-338,5,34.11,166.62822316798992,3,Month-to-month,Bank transfer,DSL,1
CUST-339,37,60.64,2238.208578612035,1,One year,Bank transfer,None,0
CUST-340,32,52.4,1683.4580838903735,2,Month-to-month,Credit card,Fiber optic,0
